,position_id,sim_open_datetime,sim_price_change,sim_pct_gain,sim_total_gain,sim_open_trade_dt,sim_close_trade_dt,sim_position_id,sim_order_num,sim_sell_info.max_value_before,sim_sell_info.max_value_before_idx,sim_sell_info.max_value_before_date,sim_sell_info.max_value_before_pct_change,sim_sell_info.max_value_after,sim_sell_info.max_value_after_idx,sim_sell_info.max_value_after_date,sim_sell_info.max_value_after_pct_change,sim_sell_info.close_price,sim_sell_info.close_datetime,sim_sell_info.quantity,sim_sell_info.contract_cost,option_symbol,sim_sell_info.sell_code,sim_sell_info.position_id,sim_sell_info.order_id,sim_buy_info.open_price,sim_buy_info.open_datetime,sim_buy_info.quantity,sim_buy_info.contract_cost,sim_buy_info.option_symbol,sim_buy_info.position_id,sim_buy_info.contract_type,sim_buy_info.order_id
20,SPY-CDBFP1D-2024-05-20-17,2024-05-20 17:00,-0.1399999999999999,-8.383233532934126,-27.99999999999998,2024-05-20 17:00,2024-05-21 09:45,SPY-CDBFP1D-2024-05-20-17,0,1.77,0,2024-05-21 09:30,0.05988023952095814,1.66,1,2024-05-21 09:45,-0.005988023952095814,1.53,2024-05-21 09:45:00-04:00,2,153.0,SPY240522P00529000,"Hit exit target, sell.",SPY-CDBFP1D-2024-05-20-17,0_05+20,1.67,2024-05-20 17:56:00-04:00,2,167.0,O:SPY240522P00529000,SPY-CDBFP1D-2024-05-20-17,puts,0_05+20
21,SPY-CDBFP1D-2024-05-20-15,2024-05-20 15:00,-0.050000000000000044,-3.1645569620253196,-5.000000000000004,2024-05-20 15:00,2024-05-21 09:45,SPY-CDBFP1D-2024-05-20-15,1,1.77,4,2024-05-21 09:30,0.12025316455696199,1.66,5,2024-05-21 09:45,0.050632911392404965,1.53,2024-05-21 09:45:00-04:00,1,153.0,SPY240522P00529000,"Hit exit target, sell.",SPY-CDBFP1D-2024-05-20-15,1_05+20,1.58,2024-05-20 15:56:00-04:00,1,158.0,O:SPY240522P00529000,SPY-CDBFP1D-2024-05-20-15,puts,1_05+20
22,SPY-CDBFP1D-2024-05-20-15,2024-05-20 15:00,0.0,0.0,0.0,2024-05-20 15:00,2024-05-21 09:45,SPY-CDBFP1D-2024-05-20-15,0,2.26,4,2024-05-21 09:30,0.14141414141414133,2.13,5,2024-05-21 09:45,0.07575757575757572,1.98,2024-05-21 09:45:00-04:00,2,198.0,SPY240522P00530000,"Hit exit target, sell.",SPY-CDBFP1D-2024-05-20-15,0_05+20,1.98,2024-05-20 15:56:00-04:00,2,198.0,O:SPY240522P00530000,SPY-CDBFP1D-2024-05-20-15,puts,0_05+20
23,MSFT-CDBFP1D-2024-05-21-14,2024-05-21 14:00,0.07999999999999996,15.999999999999993,15.999999999999993,2024-05-21 14:00,2024-05-22 09:30,MSFT-CDBFP1D-2024-05-21-14,1,0.69,3,2024-05-21 14:45,0.3799999999999999,0.82,31,2024-05-22 15:15,0.6399999999999999,0.58,2024-05-22 09:30:00-04:00,2,57.99999999999999,MSFT240524P00420000,"Hit exit target, sell.",MSFT-CDBFP1D-2024-05-21-14,1_05+21,0.5,2024-05-21 14:56:00-04:00,2,50.0,O:MSFT240524P00420000,MSFT-CDBFP1D-2024-05-21-14,puts,1_05+21
24,XOM-CDBFP1D-2024-05-20-15,2024-05-20 15:00,-0.08999999999999997,-15.51724137931034,-35.999999999999986,2024-05-20 15:00,2024-05-21 09:45,XOM-CDBFP1D-2024-05-20-15,0,0.7,4,2024-05-21 09:30,0.20689655172413793,0.88,29,2024-05-21 15:45,0.517241379310345,0.49,2024-05-21 09:45:00-04:00,4,49.0,XOM240524P00118000,"Hit point of no confidence, sell.",XOM-CDBFP1D-2024-05-20-15,0_05+20,0.58,2024-05-20 15:56:00-04:00,4,58.0,O:XOM240524P00118000,XOM-CDBFP1D-2024-05-20-15,puts,0_05+20
25,QQQ-CDBFP1D-2024-05-20-17,2024-05-20 17:00,-0.16999999999999993,-6.799999999999998,-16.999999999999993,2024-05-20 17:00,2024-05-21 09:45,QQQ-CDBFP1D-2024-05-20-17,0,2.57,0,2024-05-21 09:30,0.027999999999999935,2.54,1,2024-05-21 09:45,0.016000000000000014,2.33,2024-05-21 09:45:00-04:00,1,233.0,QQQ240522P00453000,"Hit exit target, sell.",QQQ-CDBFP1D-2024-05-20-17,0_05+20,2.5,2024-05-20 17:56:00-04:00,1,250.0,O:QQQ240522P00453000,QQQ-CDBFP1D-2024-05-20-17,puts,0_05+20
26,XOM-CDBFP1D-2024-05-20-15,2024-05-20 15:00,-0.06,-19.35483870967742,-48.0,2024-05-20 15:00,2024-05-21 09:45,XOM-CDBFP1D-2024-05-20-15,1,0.37,4,2024-05-21 09:30,0.1935483870967742,0.47,14,2024-05-21 12:00,0.5161290322580644,0.25,2024-05-21 09:45:00-04:00,8,25.0,XOM240524P00117000,"Hit point of no confidence, sell.",XOM-CDBFP1D-2024-05-20-15,1_05+20,0.31,2024-05-20 15:56:00-04:00,8,31.0,O:XOM240524P00117000,XOM-CDBFP1D-2024-05-20-15,puts,1_05+20
27,XOM-CDBFP1D-2024-05-20-15,2024-05-20 15:00,-0.06000000000000001,-35.294117647058826,-84.00000000000001,2024-05-20 15:00,2024-05-21 09:45,XOM-CDBFP1D-2024-05-20-15,2,0.17,0,2024-05-20 15:15,0.0,0.24,12,2024-05-21 12:00,0.4117647058823528,0.11,2024-05-21 09:45:00-04:00,14,11.0,XOM240524P00116000,"Hit point of no confidence, sell.",XOM-CDBFP1D-2024-05-20-15,2_05+20,0.17,2024-05-20 15:56:00-04:00,14,17.0,O:XOM240524P00116000,XOM-CDBFP1D-2024-05-20-15,puts,2_05+20
28,XOM-CDBFP1D-2024-05-21-14,2024-05-21 14:00,0.88,550.0,1408.0,2024-05-21 14:00,2024-05-22 10:15,XOM-CDBFP1D-2024-05-21-14,1,1.3,26,2024-05-22 14:30,7.125000000000001,1.1,31,2024-05-22 15:45,5.875,1.04,2024-05-22 10:15:00-04:00,16,104.0,XOM240524P00116000,VCSell,XOM-CDBFP1D-2024-05-21-14,1_05+21,0.16,2024-05-21 14:56:00-04:00,16,16.0,O:XOM240524P00116000,XOM-CDBFP1D-2024-05-21-14,puts,1_05+21
29,XOM-CDBFP1D-2024-05-21-14,2024-05-21 14:00,0.38999999999999996,487.4999999999999,1052.9999999999998,2024-05-21 14:00,2024-05-22 10:30,XOM-CDBFP1D-2024-05-21-14,2,0.72,27,2024-05-22 14:45,8.0,0.61,31,2024-05-22 15:45,6.625,0.47,2024-05-22 10:30:00-04:00,27,47.0,XOM240524P00115000,VCSell,XOM-CDBFP1D-2024-05-21-14,2_05+21,0.08,2024-05-21 14:56:00-04:00,27,8.0,O:XOM240524P00115000,XOM-CDBFP1D-2024-05-21-14,puts,2_05+21
30,MSFT-CDBFP1D-2024-05-21-14,2024-05-21 14:00,-0.07000000000000006,-9.210526315789481,-14.000000000000012,2024-05-21 14:00,2024-05-22 09:30,MSFT-CDBFP1D-2024-05-21-14,0,1.07,3,2024-05-21 14:45,0.4078947368421053,1.31,31,2024-05-22 15:15,0.7236842105263158,0.69,2024-05-22 09:30:00-04:00,2,69.0,MSFT240524P00422500,"Hit exit target, sell.",MSFT-CDBFP1D-2024-05-21-14,0_05+21,0.76,2024-05-21 14:56:00-04:00,2,76.0,O:MSFT240524P00422500,MSFT-CDBFP1D-2024-05-21-14,puts,0_05+21
31,XOM-CDBFP1D-2024-05-21-14,2024-05-21 14:00,0.8499999999999999,257.5757575757575,594.9999999999999,2024-05-21 14:00,2024-05-22 10:00,XOM-CDBFP1D-2024-05-21-14,0,2.29,29,2024-05-22 14:45,5.9393939393939394,1.8,33,2024-05-22 15:45,4.454545454545454,1.18,2024-05-22 10:00:00-04:00,7,118.0,XOM240524P00117000,VCSell,XOM-CDBFP1D-2024-05-21-14,0_05+21,0.33,2024-05-21 14:56:00-04:00,7,33.0,O:XOM240524P00117000,XOM-CDBFP1D-2024-05-21-14,puts,0_05+21
32,IWM-CDBFP1D-2024-05-21-14,2024-05-21 14:00,-0.03,-11.538461538461538,-18.0,2024-05-21 14:00,2024-05-22 09:45,IWM-CDBFP1D-2024-05-21-14,2,0.41,8,2024-05-22 09:30,0.5769230769230768,0.95,28,2024-05-22 14:30,2.6538461538461537,0.23,2024-05-22 09:45:00-04:00,6,23.0,IWM240523P00206000,"Hit point of no confidence, sell.",IWM-CDBFP1D-2024-05-21-14,2_05+21,0.26,2024-05-21 14:56:00-04:00,6,26.0,O:IWM240523P00206000,IWM-CDBFP1D-2024-05-21-14,puts,2_05+21
33,IWM-CDBFP1D-2024-05-21-14,2024-05-21 14:00,-0.020000000000000018,-4.444444444444448,-8.000000000000007,2024-05-21 14:00,2024-05-22 09:45,IWM-CDBFP1D-2024-05-21-14,1,0.76,7,2024-05-22 09:30,0.6888888888888889,1.5,27,2024-05-22 14:30,2.3333333333333335,0.43,2024-05-22 09:45:00-04:00,4,43.0,IWM240523P00207000,"Hit point of no confidence, sell.",IWM-CDBFP1D-2024-05-21-14,1_05+21,0.45,2024-05-21 14:56:00-04:00,4,45.0,O:IWM240523P00207000,IWM-CDBFP1D-2024-05-21-14,puts,1_05+21
34,IWM-CDBFP1D-2024-05-21-14,2024-05-21 14:00,0.020000000000000018,2.4390243902439046,2.0000000000000018,2024-05-21 14:00,2024-05-22 09:45,IWM-CDBFP1D-2024-05-21-14,0,1.27,8,2024-05-22 09:30,0.5487804878048782,2.26,28,2024-05-22 14:30,1.7560975609756098,0.84,2024-05-22 09:45:00-04:00,1,84.0,IWM240523P00208000,"Hit point of no confidence, sell.",IWM-CDBFP1D-2024-05-21-14,0_05+21,0.82,2024-05-21 14:56:00-04:00,1,82.0,O:IWM240523P00208000,IWM-CDBFP1D-2024-05-21-14,puts,0_05+21
