,position_id,sim_open_datetime,sim_price_change,sim_pct_gain,sim_total_gain,sim_open_trade_dt,sim_close_trade_dt,sim_position_id,sim_order_num,sim_sell_info.max_value_before,sim_sell_info.max_value_before_idx,sim_sell_info.max_value_before_date,sim_sell_info.max_value_before_pct_change,sim_sell_info.max_value_after,sim_sell_info.max_value_after_idx,sim_sell_info.max_value_after_date,sim_sell_info.max_value_after_pct_change,sim_sell_info.close_price,sim_sell_info.close_datetime,sim_sell_info.quantity,sim_sell_info.contract_cost,option_symbol,sim_sell_info.sell_code,sim_sell_info.position_id,sim_sell_info.order_id,sim_buy_info.open_price,sim_buy_info.open_datetime,sim_buy_info.quantity,sim_buy_info.contract_cost,sim_buy_info.option_symbol,sim_buy_info.position_id,sim_buy_info.contract_type,sim_buy_info.order_id
10,PYPL-CDBFC1D-2024-05-21-14,2024-05-21 10:00,0.1,62.5,140.0,2024-05-21 10:00,2024-05-22 09:30,PYPL-CDBFC1D-2024-05-21-14,1,0.16,0,2024-05-21 10:00,0.0,0.26,24,2024-05-22 09:30,0.625,0.26,2024-05-22 09:30:00-04:00,14,26.0,PYPL240524C00066000,"Failed momentum gate, sell.",PYPL-CDBFC1D-2024-05-21-14,1_05+21,0.16,2024-05-21 10:56:00-04:00,14,16.0,O:PYPL240524C00066000,PYPL-CDBFC1D-2024-05-21-14,calls,1_05+21
11,PYPL-CDBFC1D-2024-05-21-14,2024-05-21 10:00,-0.12999999999999998,-37.14285714285714,-51.99999999999999,2024-05-21 10:00,2024-05-22 09:30,PYPL-CDBFC1D-2024-05-21-14,0,0.36,0,2024-05-21 10:00,0.0285714285714286,0.22,24,2024-05-22 09:30,-0.3714285714285714,0.22,2024-05-22 09:30:00-04:00,4,22.0,PYPL240524C00065000,"Failed momentum gate, sell.",PYPL-CDBFC1D-2024-05-21-14,0_05+21,0.35,2024-05-21 10:56:00-04:00,4,35.0,O:PYPL240524C00065000,PYPL-CDBFC1D-2024-05-21-14,calls,0_05+21
12,GOOGL-CDBFP1D-2024-05-20-14,2024-05-20 10:00,0.10999999999999999,40.74074074074073,65.99999999999999,2024-05-20 10:00,2024-05-21 09:30,GOOGL-CDBFP1D-2024-05-20-14,1,0.47,10,2024-05-20 12:30,0.7407407407407405,0.55,24,2024-05-21 09:30,1.037037037037037,0.38,2024-05-21 09:30:00-04:00,6,38.0,GOOGL240524P00172500,"Hit exit target, sell.",GOOGL-CDBFP1D-2024-05-20-14,1_05+20,0.27,2024-05-20 10:56:00-04:00,6,27.0,O:GOOGL240524P00172500,GOOGL-CDBFP1D-2024-05-20-14,puts,1_05+20
13,GOOG-CDBFP1D-2024-05-20-15,2024-05-20 11:00,0.1200000000000001,10.084033613445389,12.00000000000001,2024-05-20 11:00,2024-05-21 09:30,GOOG-CDBFP1D-2024-05-20-15,0,1.53,10,2024-05-20 13:30,0.2857142857142858,1.71,20,2024-05-21 09:30,0.43697478991596644,1.31,2024-05-21 09:30:00-04:00,1,131.0,GOOG240524P00177500,"Hit exit target, sell.",GOOG-CDBFP1D-2024-05-20-15,0_05+20,1.19,2024-05-20 11:56:00-04:00,1,119.0,O:GOOG240524P00177500,GOOG-CDBFP1D-2024-05-20-15,puts,0_05+20
14,GOOG-CDBFP1D-2024-05-20-15,2024-05-20 11:00,0.06999999999999995,13.725490196078422,27.99999999999998,2024-05-20 11:00,2024-05-21 09:30,GOOG-CDBFP1D-2024-05-20-15,1,0.68,6,2024-05-20 12:30,0.3333333333333334,0.79,20,2024-05-21 09:30,0.5490196078431373,0.58,2024-05-21 09:30:00-04:00,4,57.99999999999999,GOOG240524P00175000,"Hit exit target, sell.",GOOG-CDBFP1D-2024-05-20-15,1_05+20,0.51,2024-05-20 11:56:00-04:00,4,51.0,O:GOOG240524P00175000,GOOG-CDBFP1D-2024-05-20-15,puts,1_05+20
15,GOOGL-CDBFP1D-2024-05-20-14,2024-05-20 10:00,0.29999999999999993,46.15384615384614,89.99999999999997,2024-05-20 10:00,2024-05-21 09:30,GOOGL-CDBFP1D-2024-05-20-14,0,1.11,14,2024-05-20 13:30,0.7076923076923077,1.27,24,2024-05-21 09:30,0.9538461538461538,0.95,2024-05-21 09:30:00-04:00,3,95.0,GOOGL240524P00175000,"Hit exit target, sell.",GOOGL-CDBFP1D-2024-05-20-14,0_05+20,0.65,2024-05-20 10:56:00-04:00,3,65.0,O:GOOGL240524P00175000,GOOGL-CDBFP1D-2024-05-20-14,puts,0_05+20
16,GOOG-CDBFP1D-2024-05-20-15,2024-05-20 11:00,0.0,0.0,0.0,2024-05-20 11:00,2024-05-21 09:30,GOOG-CDBFP1D-2024-05-20-15,2,0.28,6,2024-05-20 12:30,0.2727272727272728,0.3,20,2024-05-21 09:30,0.3636363636363636,0.22,2024-05-21 09:30:00-04:00,9,22.0,GOOG240524P00172500,"Hit exit target, sell.",GOOG-CDBFP1D-2024-05-20-15,2_05+20,0.22,2024-05-20 11:56:00-04:00,9,22.0,O:GOOG240524P00172500,GOOG-CDBFP1D-2024-05-20-15,puts,2_05+20
17,SPY-CDBFP1D-2024-05-20-16,2024-05-20 12:00,0.3800000000000001,33.04347826086958,38.000000000000014,2024-05-20 12:00,2024-05-21 09:45,SPY-CDBFP1D-2024-05-20-16,1,1.97,8,2024-05-20 14:00,0.7130434782608697,1.66,17,2024-05-21 09:45,0.44347826086956527,1.53,2024-05-21 09:45:00-04:00,1,153.0,SPY240522P00529000,"Hit exit target, sell.",SPY-CDBFP1D-2024-05-20-16,1_05+20,1.15,2024-05-20 12:56:00-04:00,1,115.0,O:SPY240522P00529000,SPY-CDBFP1D-2024-05-20-16,puts,1_05+20
18,SPY-CDBFP1D-2024-05-20-16,2024-05-20 12:00,0.47,31.125827814569533,47.0,2024-05-20 12:00,2024-05-21 09:45,SPY-CDBFP1D-2024-05-20-16,0,2.44,8,2024-05-20 14:00,0.6158940397350993,2.13,17,2024-05-21 09:45,0.41059602649006616,1.98,2024-05-21 09:45:00-04:00,1,198.0,SPY240522P00530000,"Hit exit target, sell.",SPY-CDBFP1D-2024-05-20-16,0_05+20,1.51,2024-05-20 12:56:00-04:00,1,151.0,O:SPY240522P00530000,SPY-CDBFP1D-2024-05-20-16,puts,0_05+20
19,SPY-CDBFP1D-2024-05-20-14,2024-05-20 10:00,0.42999999999999994,39.09090909090908,42.99999999999999,2024-05-20 10:00,2024-05-21 09:45,SPY-CDBFP1D-2024-05-20-14,0,1.97,16,2024-05-20 14:00,0.7909090909090908,1.66,25,2024-05-21 09:45,0.5090909090909089,1.53,2024-05-21 09:45:00-04:00,1,153.0,SPY240522P00529000,"Hit exit target, sell.",SPY-CDBFP1D-2024-05-20-14,0_05+20,1.1,2024-05-20 10:56:00-04:00,1,110.0,O:SPY240522P00529000,SPY-CDBFP1D-2024-05-20-14,puts,0_05+20
20,SPY-CDBFP1D-2024-05-20-17,2024-05-20 13:00,0.41999999999999993,37.83783783783783,83.99999999999999,2024-05-20 13:00,2024-05-21 09:45,SPY-CDBFP1D-2024-05-20-17,0,1.97,4,2024-05-20 14:00,0.7747747747747746,1.66,13,2024-05-21 09:45,0.4954954954954953,1.53,2024-05-21 09:45:00-04:00,2,153.0,SPY240522P00529000,"Hit exit target, sell.",SPY-CDBFP1D-2024-05-20-17,0_05+20,1.11,2024-05-20 13:56:00-04:00,2,111.0,O:SPY240522P00529000,SPY-CDBFP1D-2024-05-20-17,puts,0_05+20
21,SPY-CDBFP1D-2024-05-20-15,2024-05-20 11:00,0.3900000000000001,34.21052631578949,39.000000000000014,2024-05-20 11:00,2024-05-21 09:45,SPY-CDBFP1D-2024-05-20-15,1,1.97,12,2024-05-20 14:00,0.7280701754385966,1.66,21,2024-05-21 09:45,0.456140350877193,1.53,2024-05-21 09:45:00-04:00,1,153.0,SPY240522P00529000,"Hit exit target, sell.",SPY-CDBFP1D-2024-05-20-15,1_05+20,1.14,2024-05-20 11:56:00-04:00,1,114.0,O:SPY240522P00529000,SPY-CDBFP1D-2024-05-20-15,puts,1_05+20
22,SPY-CDBFP1D-2024-05-20-15,2024-05-20 11:00,0.51,34.69387755102041,102.0,2024-05-20 11:00,2024-05-21 09:45,SPY-CDBFP1D-2024-05-20-15,0,2.44,12,2024-05-20 14:00,0.6598639455782312,2.13,21,2024-05-21 09:45,0.44897959183673464,1.98,2024-05-21 09:45:00-04:00,2,198.0,SPY240522P00530000,"Hit exit target, sell.",SPY-CDBFP1D-2024-05-20-15,0_05+20,1.47,2024-05-20 11:56:00-04:00,2,147.0,O:SPY240522P00530000,SPY-CDBFP1D-2024-05-20-15,puts,0_05+20
23,MSFT-CDBFP1D-2024-05-21-14,2024-05-21 10:00,-0.4900000000000001,-45.79439252336449,-98.00000000000001,2024-05-21 10:00,2024-05-22 09:30,MSFT-CDBFP1D-2024-05-21-14,1,1.12,0,2024-05-21 10:00,0.04672897196261686,0.82,47,2024-05-22 15:15,-0.2336448598130842,0.58,2024-05-22 09:30:00-04:00,2,57.99999999999999,MSFT240524P00420000,"Hit exit target, sell.",MSFT-CDBFP1D-2024-05-21-14,1_05+21,1.07,2024-05-21 10:56:00-04:00,2,107.0,O:MSFT240524P00420000,MSFT-CDBFP1D-2024-05-21-14,puts,1_05+21
24,XOM-CDBFP1D-2024-05-20-15,2024-05-20 11:00,0.08000000000000002,19.512195121951226,32.00000000000001,2024-05-20 11:00,2024-05-21 09:45,XOM-CDBFP1D-2024-05-20-15,0,0.7,20,2024-05-21 09:30,0.7073170731707317,0.88,45,2024-05-21 15:45,1.1463414634146343,0.49,2024-05-21 09:45:00-04:00,4,49.0,XOM240524P00118000,"Hit point of no confidence, sell.",XOM-CDBFP1D-2024-05-20-15,0_05+20,0.41,2024-05-20 11:56:00-04:00,4,41.0,O:XOM240524P00118000,XOM-CDBFP1D-2024-05-20-15,puts,0_05+20
25,QQQ-CDBFP1D-2024-05-20-17,2024-05-20 13:00,0.7000000000000002,42.94478527607363,70.00000000000001,2024-05-20 13:00,2024-05-21 09:45,QQQ-CDBFP1D-2024-05-20-17,0,2.57,12,2024-05-21 09:30,0.5766871165644172,2.54,13,2024-05-21 09:45,0.5582822085889572,2.33,2024-05-21 09:45:00-04:00,1,233.0,QQQ240522P00453000,"Hit exit target, sell.",QQQ-CDBFP1D-2024-05-20-17,0_05+20,1.63,2024-05-20 13:56:00-04:00,1,163.0,O:QQQ240522P00453000,QQQ-CDBFP1D-2024-05-20-17,puts,0_05+20
26,XOM-CDBFP1D-2024-05-20-15,2024-05-20 11:00,0.04000000000000001,19.04761904761905,32.00000000000001,2024-05-20 11:00,2024-05-21 09:45,XOM-CDBFP1D-2024-05-20-15,1,0.37,20,2024-05-21 09:30,0.761904761904762,0.47,30,2024-05-21 12:00,1.2380952380952381,0.25,2024-05-21 09:45:00-04:00,8,25.0,XOM240524P00117000,"Hit point of no confidence, sell.",XOM-CDBFP1D-2024-05-20-15,1_05+20,0.21,2024-05-20 11:56:00-04:00,8,21.0,O:XOM240524P00117000,XOM-CDBFP1D-2024-05-20-15,puts,1_05+20
27,XOM-CDBFP1D-2024-05-20-15,2024-05-20 11:00,-0.009999999999999995,-8.33333333333333,-13.999999999999993,2024-05-20 11:00,2024-05-21 09:45,XOM-CDBFP1D-2024-05-20-15,2,0.17,9,2024-05-20 13:30,0.4166666666666668,0.24,24,2024-05-21 12:00,1.0,0.11,2024-05-21 09:45:00-04:00,14,11.0,XOM240524P00116000,"Hit point of no confidence, sell.",XOM-CDBFP1D-2024-05-20-15,2_05+20,0.12,2024-05-20 11:56:00-04:00,14,12.0,O:XOM240524P00116000,XOM-CDBFP1D-2024-05-20-15,puts,2_05+20
28,XOM-CDBFP1D-2024-05-21-14,2024-05-21 10:00,0.58,446.1538461538461,927.9999999999999,2024-05-21 10:00,2024-05-22 10:00,XOM-CDBFP1D-2024-05-21-14,1,1.3,40,2024-05-22 14:30,9.0,1.1,45,2024-05-22 15:45,7.461538461538462,0.71,2024-05-22 10:00:00-04:00,16,71.0,XOM240524P00116000,VCSell,XOM-CDBFP1D-2024-05-21-14,1_05+21,0.13,2024-05-21 10:56:00-04:00,16,13.0,O:XOM240524P00116000,XOM-CDBFP1D-2024-05-21-14,puts,1_05+21
29,XOM-CDBFP1D-2024-05-21-14,2024-05-21 10:00,0.41,683.3333333333333,1107.0,2024-05-21 10:00,2024-05-22 10:30,XOM-CDBFP1D-2024-05-21-14,2,0.72,37,2024-05-22 14:45,10.999999999999998,0.61,41,2024-05-22 15:45,9.166666666666668,0.47,2024-05-22 10:30:00-04:00,27,47.0,XOM240524P00115000,VCSell,XOM-CDBFP1D-2024-05-21-14,2_05+21,0.06,2024-05-21 10:56:00-04:00,27,6.0,O:XOM240524P00115000,XOM-CDBFP1D-2024-05-21-14,puts,2_05+21
30,MSFT-CDBFP1D-2024-05-21-14,2024-05-21 10:00,-0.99,-58.92857142857143,-198.0,2024-05-21 10:00,2024-05-22 09:30,MSFT-CDBFP1D-2024-05-21-14,0,1.69,0,2024-05-21 10:00,0.005952380952380958,1.31,47,2024-05-22 15:15,-0.22023809523809518,0.69,2024-05-22 09:30:00-04:00,2,69.0,MSFT240524P00422500,"Hit exit target, sell.",MSFT-CDBFP1D-2024-05-21-14,0_05+21,1.68,2024-05-21 10:56:00-04:00,2,168.0,O:MSFT240524P00422500,MSFT-CDBFP1D-2024-05-21-14,puts,0_05+21
31,XOM-CDBFP1D-2024-05-21-14,2024-05-21 10:00,0.81,324.0,567.0,2024-05-21 10:00,2024-05-22 09:45,XOM-CDBFP1D-2024-05-21-14,0,2.29,45,2024-05-22 14:45,8.16,1.8,49,2024-05-22 15:45,6.2,1.06,2024-05-22 09:45:00-04:00,7,106.0,XOM240524P00117000,VCSell,XOM-CDBFP1D-2024-05-21-14,0_05+21,0.25,2024-05-21 10:56:00-04:00,7,25.0,O:XOM240524P00117000,XOM-CDBFP1D-2024-05-21-14,puts,0_05+21
32,IWM-CDBFP1D-2024-05-21-14,2024-05-21 10:00,-0.07999999999999999,-25.80645161290322,-47.99999999999999,2024-05-21 10:00,2024-05-22 09:45,IWM-CDBFP1D-2024-05-21-14,2,0.41,20,2024-05-22 09:30,0.32258064516129026,0.95,40,2024-05-22 14:30,2.0645161290322576,0.23,2024-05-22 09:45:00-04:00,6,23.0,IWM240523P00206000,"Hit point of no confidence, sell.",IWM-CDBFP1D-2024-05-21-14,2_05+21,0.31,2024-05-21 10:56:00-04:00,6,31.0,O:IWM240523P00206000,IWM-CDBFP1D-2024-05-21-14,puts,2_05+21
33,IWM-CDBFP1D-2024-05-21-14,2024-05-21 10:00,-0.18,-29.508196721311474,-72.0,2024-05-21 10:00,2024-05-22 09:45,IWM-CDBFP1D-2024-05-21-14,1,0.76,21,2024-05-22 09:30,0.24590163934426235,1.5,41,2024-05-22 14:30,1.459016393442623,0.43,2024-05-22 09:45:00-04:00,4,43.0,IWM240523P00207000,"Hit point of no confidence, sell.",IWM-CDBFP1D-2024-05-21-14,1_05+21,0.61,2024-05-21 10:56:00-04:00,4,61.0,O:IWM240523P00207000,IWM-CDBFP1D-2024-05-21-14,puts,1_05+21
34,IWM-CDBFP1D-2024-05-21-14,2024-05-21 10:00,-0.20000000000000007,-19.230769230769237,-20.000000000000007,2024-05-21 10:00,2024-05-22 09:45,IWM-CDBFP1D-2024-05-21-14,0,1.27,23,2024-05-22 09:30,0.22115384615384612,2.26,43,2024-05-22 14:30,1.173076923076923,0.84,2024-05-22 09:45:00-04:00,1,84.0,IWM240523P00208000,"Hit point of no confidence, sell.",IWM-CDBFP1D-2024-05-21-14,0_05+21,1.04,2024-05-21 10:56:00-04:00,1,104.0,O:IWM240523P00208000,IWM-CDBFP1D-2024-05-21-14,puts,0_05+21
